PlayerName,Team,Pos,RANK,AVG,The Athletic,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Six Pack,Fantrax HQ,Just Baseball,MLB Pipeline,NBC Sports,Pitcher List,Prospect361,Prospects Live,Razzball,Rotoballer,Roto- Prospects,Rotowire,The Upside Prospect
"DeBarge, Kyle",MIN,2B/SS,412,296.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,354,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tolle, Payton",BOS,LHP,414,297.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,380,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"George, Kendall",LAD,OF,415,298.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Flores, Rafael",NYY,C/1B,416,298.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,277,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Johnson, Ryan",LAA,RHP,417,299.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,422,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Beeter, Clayton",NYY,RHP,418,299.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Selvidge, Brock",NYY,LHP,419,299.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,549,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Espino, Daniel",CLE,RHP,420,300.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,372,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bowman, Cooper",CIN,2B/OF,421,302.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,525,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Smith, Shane",CHW,RHP,422,302.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,552,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Graves, Mavis",PHI,LHP,423,304.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,534,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tornes, Diego",ATL,OF,424,304.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,398,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Fabian, Jud",BAL,OF,424,304.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,548,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Keegan, Dominic",TB,C,426,305.263,Paywall,Paywall,Paywall,69,150,Paywall,Paywall,153,Paywall,Paywall,393,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Melton, Troy",DET,RHP,427,305.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,80,Paywall,Paywall,396,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"DeMartini, Carson",PHI,3B/SS,428,306.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,434,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Garcia, Brandyn",SEA,LHP,428,306.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Nastrini, Nick",CHW,RHP,430,306.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Valor, Andres",MIA,OF,431,306.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,513,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Forret, Michael",BAL,RHP,432,307.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Areinamo, Jadher",MIL,2B/3B/SS,433,307.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,449,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Stuart, Tyler",WAS,RHP,434,307.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Pena, Dameury",MIN,2B/SS,435,308.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,563,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bergolla, William Jr.",CHW,2B/SS,436,309.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,564,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Benitez, Keyner",MIA,LHP,437,310.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,391,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Saltiban, Devin",PHI,2B/SS,438,310.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sweeney, Trey",DET,SS,439,310.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,182,150,150,150,225,Paywall,Paywall,75,150,Paywall,Paywall,150
"Guanipa, Luis",ATL,OF,440,310.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,565,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hill, Dasan",MIN,LHP,441,311.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,462,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Castro, Allan",BOS,OF,441,311.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,569,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lizarraga, Victor",SD,RHP,443,311.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,409,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Anderson, Ethan",BAL,C/1B,444,311.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,333,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Braun, Lucas",ATL,RHP,445,311.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,384,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Floyd, Ty",CIN,RHP,446,312.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Montgomery, Benny",COL,OF,447,312.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Beam, Drew",KC,RHP,448,313.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,332,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Martin, Payton",LAD,RHP,449,313.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hall, Owen",DET,RHP,449,313.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,412,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Harris, Dustin",TEX,OF,451,313.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Escobar, Aroon",PHI,2B/3B,452,313.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,321,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Leon, Pedro",HOU,OF,453,314.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Baumann, Garrett",ATL,RHP,454,314.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,388,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Yoho, Craig",MIL,RHP,455,315.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cartaya, Diego",LAD,C,456,315.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,575,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cunningham, Bryce",NYY,RHP,457,315.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,421,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Melendez, Ivan",ARI,1B/3B,458,315.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,413,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kuroda-Grauer, Joshua",ATH,SS,459,315.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,345,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Eeles, Payton",MIN,2B/SS,460,316.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,349,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Feliz, Angel",WAS,3B/SS,461,316.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,497,150,150,150,149,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jump, Gage",ATH,LHP,462,317.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,448,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Harlan, Chase",LAD,3B,463,318.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,465,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Valera, Juan",BOS,RHP,463,318.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,463,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Peterson, Austin",CLE,RHP,465,318.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hightower, Cobb",SD,2B/SS,466,318.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,498,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hurt, Kyle",LAD,RHP,467,318.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,572,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Blubaugh, A.J.",HOU,RHP,467,318.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,371,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Batista, Aldrin",CHW,RHP,469,319.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,467,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Sanchez, Adolfo",CIN,OF,470,319.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Schreck, RJ",TOR,OF,471,319.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Valera, George",CLE,OF,472,319.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Robberse, Sem",STL,RHP,473,319.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Young, Brandon",BAL,RHP,474,320.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,366,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Estrada, Aron",BAL,2B/SS,475,321.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,581,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bruns, Maddux",LAD,LHP,476,321.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,547,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Morfe, Keeler",BAL,RHP,477,321.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,447,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Porter, Brock",TEX,RHP,478,321.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,428,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bresnahan, Jacob",SF,LHP,479,322.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,474,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Charles, Austin",KC,3B/SS,480,322.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cason, Conrad",BOS,SS/RHP,481,323.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,386,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Maroudis, Landen",TOR,RHP,482,323.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,337,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Crawford, Reggie",SF,LHP,483,323.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,491,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez-Cruz, Elmer",NYY,RHP,484,323.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,340,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Saladin, Darlin",STL,RHP,485,324.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,346,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ramirez, Abrahan",MIA,3B/SS,486,324.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,579,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Perez, Edgleen",NYY,C,487,325.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,461,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bush, Ky",CHW,LHP,488,325.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,382,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"De La Cruz, Wilfri",CHC,SS,489,326.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,505,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Diaz, Lisbel",SF,OF,489,326.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,478,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Alderman, Kemp",MIA,OF,491,326.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,402,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Ritter, Ryan",COL,SS,492,326.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,425,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hughes, Gabriel",COL,RHP,493,326.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,585,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Reilly, Patrick",BAL,RHP,494,326.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Kemp, Otto",PHI,2B/3B,495,326.895,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,232,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Jebb, Mitch",PIT,2B/SS,496,327.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,350,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Holman, Luke",CIN,RHP,497,327.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,466,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Schiefelbein, Ethan",DET,LHP,498,327.579,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,468,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Pitre, Emilien",TB,2B,499,328.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,522,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Forcucci, Ryan",HOU,RHP,500,328.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,387,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cissell, Tytus",ARI,SS/OF,501,329.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,470,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Dunn, Blake",CIN,OF,502,329.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Green, Rodney",ATH,OF,503,329.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,405,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Swan, Eriq",LAD,RHP,504,330.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Montgomery, Mason",TB,LHP,505,330.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Johnson, Ayden",ATH,SS,506,330.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,494,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Green, Elijah",WAS,OF,507,331.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Aguiar, Julian",CIN,RHP,508,331.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lin, Chen-Wei",STL,RHP,509,331.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Plaz, Axiel",PIT,C/1B,510,332.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cortez, Chris",LAA,RHP,511,333.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,365,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Etzel, Matthew",TB,1B/OF,511,333.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,507,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Montilla, Franyerber",DET,2B/3B/SS,513,333.421,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,502,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Holton, Carter",ATL,LHP,514,333.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,504,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Bliss, Ryan",SEA,2B/SS,515,333.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,274,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Watson, Kahlil",CLE,2B/SS/OF,516,333.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Cedeno, Manny",NYY,SS,517,334.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,486,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Rodriguez, Carlos F.",MIL,RHP,518,335.158,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Garcia, Elvin",BAL,SS,519,335.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Martin, Trevor",TB,RHP,520,337.053,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Allen, Jay II",CIN,OF,521,337.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Tiger, Izack",TEX,RHP,522,338.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,374,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Lewis, Cory",MIN,RHP,523,338.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,512,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Anderson, Jose",MIL,OF,524,339.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Williamson, Ben",SEA,3B,525,340.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Baez, Henry",SD,RHP,526,340.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,392,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Graceffo, Gordon",STL,RHP,527,340.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Davis, Brennan",NYY,OF,528,341.211,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mayea, Brando",NYY,OF,529,341.368,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Anderson, Max",DET,2B/3B,530,341.526,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,537,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Torin, Cristofer",ARI,2B/SS,531,341.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Dingler, Dillon",DET,C,532,341.947,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,415,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Vaz, Javier",KC,2B/OF,533,342.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,517,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Vasil, Mike",TB,RHP,534,342.474,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hurter, Brant",DET,LHP,535,343.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,452,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Olivar, Ricardo",MIN,C/OF,536,343.316,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,580,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gordon, Colton",HOU,LHP,537,343.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,589,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Perez, Fernando",TOR,RHP,538,344.263,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Veras, Wilfred",CHW,OF,539,344.684,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Messina, Cole",COL,C,540,345.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,495,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Houck, Colin",NYM,3B/SS,541,346.105,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Hales, Skylar",TEX,RHP,542,346.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Burkhalter, Blake",ATL,RHP,543,346.842,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,420,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Mobley, Chase",CLE,RHP,544,347.737,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,410,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Meckler, Wade",SF,OF,545,347.789,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Eder, Jake",CHW,LHP,546,348.632,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,900,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
"Gauthier, Austin",LAD,2B/SS/OF,547,349.000,Paywall,Paywall,Paywall,151,150,Paywall,Paywall,153,Paywall,Paywall,560,150,150,150,225,Paywall,Paywall,150,150,Paywall,Paywall,150
