Name,Team,Pos,mlbam,Age,Draft,Highest Level,B/T,Hgt/Wgt,Rank,Avg,Baseball America,Baseball HQ,Baseball Prospectus,CBS Sports,Dynasty Dugout,ESPN,Fangraphs,Fantasy Alarm,Fantasy Six Pack,Imaginary Brick Wall,Just Baseball,MLB Pipeline,NBC Sports,Prospect 361,Prospects Live,Razzball,Roto- Baller,Roto- Prospects,Rotowire,The Athletic,TJStats
"Melton, Troy",DET,P,675512,25.2,2022 #117,MLB,R/R,"6'4"" 210",363,231.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Francisca, Welbyn",CLE,SS,806988,19.8,2023 FA,A,S/R,"5'8"" 148",364,231.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,91,150,150,187,150,Paywall,168,150
"Lodise, Kyle",CHW,SS,827517,22.3,2025 #76,A+,R/R,"5'11"" 180",365,231.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Franklin, Tanner",STL,P,815119,21.7,2025 #72,A+,R/R,"6'5"" 225",366,232.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Forcucci, Ryan",HOU,P,801573,23.2,2024 #101,,R/R,"6'3"" 205",367,232.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Montilla, Franyerber",DET,SS,800508,20.9,2022 FA,A,S/R,"6'0"" 160",368,232.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Salcedo, Kelvis",DET,P,808383,20.1,2023 FA,A,R/R,"6'0"" 180",369,233.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Calaz, Robert",COL,OF,806978,20.2,2023 FA,A,R/R,"6'2"" 202",370,233.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bragg, Braxton",BAL,P,688867,25.3,2023 #241,AA,R/R,"6'2"" 207",370,233.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Blanco, Tony Jr.",PIT,OF,703156,20.8,2022 FA,A,R/R,"6'7"" 243",372,233.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hartshorn, Josiah",CHC,OF,815824,19.0,2025 #181,,S/L,"6'2"" 220",373,234.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Quintana, Jorge",SD,SS,815894,18.9,2024 FA,A,S/R,"6'2"" 183",374,235.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sandlin, David",CHW,P,689818,25.0,2022 #325,AAA,R/R,"6'4"" 215",375,236.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Solarte, Santiago",MIA,SS,836594,17.2,2026 FA,,L/R,"6'5"" 200",375,236.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Perkins, Jack",ATH,P,678022,26.2,2022 #154,MLB,R/R,"6'1"" 220",377,236.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Perez, Junior",ATH,OF,678577,24.6,2017 FA,AAA,R/R,"6'0"" 165",378,236.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Vidourek, Landyn",LAD,OF,811716,22.3,2025 #104,A,L/R,"6'1"" 192",379,237.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Guzman, Denzer",LAA,SS,694203,22.0,2021 FA,MLB,R/R,"6'1"" 190",380,237.62,Paywall,Paywall,150,150,Paywall,112,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Fajardo, Yhoiker",STL,P,823369,19.4,2024 FA,A,R/R,"6'3"" 181",381,238.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Curet, Yoniel",PHI,P,692414,23.3,2019 FA,AAA,R/R,"6'2"" 250",382,238.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gray, Murf",PIT,3B,809092,22.1,2025 #73,,R/R,"6'4"" 230",383,239.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Flemming, Cooper",TB,SS,828237,19.5,2025 #53,,L/R,"6'3"" 190",384,239.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Quick, Riley",PHI,OF,816120,20.5,2024 #63,A,R/R,"6'1"" 195",385,240.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Burns, Chase",CIN,P,695505,23.1,2024 #2,MLB,R/R,"6'3"" 210",386,240.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,6,150,150,150,Paywall,150,10,3,150,Paywall,168,150
"Lara, Luis",MIL,OF,800325,21.3,2022 FA,AA,S/R,"5'8"" 167",387,241.00,Paywall,Paywall,150,150,Paywall,165,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Tunink, Brendan",LAD,OF,815665,20.4,2024 #250,A,L/L,"6'1"" 185",388,241.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Turley, Gavin",ATH,OF,702504,22.3,2025 #110,A,R/R,"6'1"" 196",389,241.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Morlando, PJ",MIA,OF,703563,20.8,2024 #16,A,L/R,"6'3"" 198",390,241.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Monegro, Yordanny",BOS,P,694057,23.4,2020 FA,AA,R/R,"6'4"" 180",391,241.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Belyeu, Max",COL,OF,803284,22.2,2025 #74,A+,L/R,"6'2"" 215",392,241.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Jordan, Dylan",LAA,P,813335,20.4,2024 #143,A,R/R,"6'3"" 205",393,242.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Jordan, Blaze",STL,1B,691458,23.2,2020 #89,AAA,R/R,"6'0"" 220",394,242.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Neville, Mason",CIN,OF,702563,22.1,2025 #114,A,L/L,"6'3"" 210",395,242.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Fisher, Matthew",PHI,P,832455,19.9,2025 #221,,R/R,"6'3"" 200",395,242.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Linan, Sean",WAS,P,800344,21.3,2022 FA,A+,R/R,"6'0"" 185",397,242.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Keys, Sean",TOR,3B,815873,22.7,2024 #125,A+,L/R,"6'2"" 232",398,243.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lugo, Joswa",LAA,SS,815915,19.1,2024 FA,R,R/R,"6'3"" 187",399,243.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Encarnacion, Handelfry",MIL,OF,821136,18.7,2024 FA,A,L/L,"5'11"" 172",399,243.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rosario, Elian",TEX,OF,836589,17.4,2026 FA,,R/R,"6'2"" 195",401,243.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gonzalez, Asbel",KC,OF,808706,20.1,2023 FA,AA,R/R,"6'2"" 170",402,243.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Whisenhunt, Carson",SF,P,687931,25.3,2022 #66,MLB,L/L,"6'3"" 214",403,245.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Harrington, Thomas",PIT,P,802419,24.6,2022 #36,MLB,R/R,"6'2"" 185",404,245.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Godbout, Henry",BOS,SS,804995,22.3,2025 #75,A+,R/R,"6'2"" 190",405,245.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Watts-Brown, Juaron",BAL,P,695033,24.0,2023 #89,AA,R/R,"6'3"" 190",406,245.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Schubart, Nolan",CLE,OF,702278,21.8,2025 #101,A,L/R,"6'5"" 223",407,245.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cohen, Trevor",SF,OF,701906,22.3,2025 #85,A,L/L,"6'1"" 195",408,246.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Thornton, Zach",NYM,P,804267,24.1,2023 #159,AA,L/L,"6'3"" 170",409,246.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Wolkow, George",CHW,OF,805804,20.1,2023 #209,A,L/R,"6'7"" 239",410,246.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Torres, Stharlin",CIN,P,820941,19.7,2024 FA,R,R/R,"6'0"" 182",411,246.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Dalis, Wilder",COL,SS,815195,19.6,2023 FA,A,S/R,"6'0"" 172",411,246.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"German, Marconi",WAS,SS,829699,18.5,2025 FA,R,S/R,"5'10"" 170",413,246.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gray, Taitn",TB,C,828685,18.7,2025 #86,,S/R,"6'4"" 220",414,246.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Arana, Luis",MIA,SS,829854,17.9,2025 FA,R,S/R,"5'10"" 154",414,246.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sinnard, Luke",ATL,P,820827,23.3,2024 #99,A+,R/R,"6'8"" 250",416,246.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Aracena, Wellington",ARI,P,800286,21.1,2022 FA,A+,R/R,"6'3"" 180",416,246.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Quinn-Irons, James",TB,OF,833397,22.7,2025 #147,A,R/R,"6'5"" 230",418,247.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"De La Cruz, Wilfri",BAL,SS,829043,18.4,2025 FA,R,S/R,"6'2"" 170",418,247.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Morales, Yohandy",WAS,3B,691002,24.4,2023 #40,AAA,R/R,"6'3"" 225",420,247.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Southisene, Tate",ATL,SS,816111,19.4,2025 #22,A,R/R,"5'11"" 180",421,247.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lawlar, Jordan",ARI,SS,691783,23.6,2021 #6,MLB,R/R,"6'0"" 190",422,247.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,32,150,150,150,Paywall,150,27,44,150,Paywall,168,150
"Piasentin, Tim",TOR,3B,815992,18.9,2025 #143,,L/R,"6'3"" 200",423,247.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Ricardo, Yandel",KC,SS,815902,19.3,2024 FA,A,S/R,"6'1"" 180",424,247.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Abel, Mick",MIN,P,690953,24.5,2020 #15,MLB,R/R,"6'5"" 190",425,248.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Wells, Levi",BAL,P,687723,27.6,2020 #109,A,R/R,"5'11"" 185",426,248.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Copen, Patrick",LAD,P,814527,24.0,2023 #220,AA,R/R,"6'6"" 220",427,248.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hernandez, Cristian",MIA,SS,694183,22.2,2021 FA,A+,R/R,"6'2"" 175",428,248.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hampton, Chase",NYY,P,694633,24.5,2022 #190,AA,R/R,"6'2"" 220",429,250.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Acevedo, Jose Luis",BAL,SS,836593,17.2,2026 FA,,R/R,"6'1"" 164",430,250.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Yorke, Nick",PIT,2B,694377,23.9,2020 #17,MLB,R/R,"6'0"" 210",431,250.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Susac, Daniel",SF,C,691740,24.8,2022 #19,AAA,R/R,"6'4"" 218",432,250.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Shores, Chase",LAA,P,702274,21.8,2025 #47,,R/R,"6'8"" 245",433,250.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rodriguez, Elorky",TEX,OF,829069,18.2,2025 FA,R,L/R,"5'10"" 175",434,251.10,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Serrano, Eli III",NYM,OF,702501,22.8,2024 #111,A+,L/L,"6'5"" 201",435,251.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Curley, Dean",CLE,SS,806053,21.9,2025 #64,A,R/R,"6'3"" 218",436,252.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Song, Sung-Mun",SD,3B,823550,29.5,2026 FA,,L/R,"6'0"" 194",437,253.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,80,187,150,Paywall,168,150
"Morii, Shotaro",ATH,SS,829679,19.2,2025 FA,R,L/R,"6'0"" 190",438,254.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Baez, Henry",ATH,P,692013,23.4,2019 FA,AA,R/R,"6'3"" 175",439,254.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Dohm, Nate",STL,P,702296,23.1,2024 #82,A+,R/R,"6'4"" 210",440,254.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Head, Dillon",MIA,OF,702977,21.4,2023 #25,A+,L/L,"6'0"" 185",441,254.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rijo, Juan",SEA,OF,836591,17.5,2026 FA,,L/L,"6'1"" 188",441,254.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Trimble, Fenwick",MIA,OF,814458,23.5,2024 #122,AA,R/R,"6'3"" 200",443,254.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Spence, Lucas",HOU,OF,828599,23.1,2024 FA,AA,L/L,"6'1"" 195",444,254.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Harrison, Trevor",TB,P,807314,20.5,2023 #156,A+,R/R,"6'4"" 225",445,254.95,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,106,150
"Mayer, Marcelo",BOS,3B,691785,23.2,2021 #4,MLB,L/R,"6'3"" 188",446,255.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,28,150,150,150,Paywall,150,150,59,150,Paywall,168,150
"Petersen, Sam",WAS,OF,695763,23.1,2024 #230,A+,R/R,"6'0"" 200",446,255.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"McAdoo, Charles",TOR,2B,807727,24.0,2023 #377,AA,R/R,"6'1"" 210",448,256.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Witherspoon, Malachi",DET,P,802412,21.5,2025 #62,,R/R,"6'3"" 211",449,256.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cayama, Argenis",SF,P,821783,19.4,2024 FA,A,R/R,"6'1"" 180",450,257.00,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rodriguez, Raudi",LAA,OF,804558,22.6,2023 #564,A,R/R,"6'0"" 190",451,257.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Acosta, Maximo",MIA,SS,691185,23.3,2019 FA,MLB,R/R,"5'11"" 187",452,257.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Gill Hill, Gary",TB,P,804541,21.4,2022 #194,A+,R/R,"6'2"" 160",452,257.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Roccaforte, Carson",KC,OF,811287,23.9,2023 #66,AA,L/L,"5'11"" 195",454,257.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Hernandez, Joniel",SD,SS,836592,17.0,2026 FA,,R/R,"6'1"" 180",455,258.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"McDonald, Trevor",SF,P,686790,25.0,2019 #326,MLB,R/R,"6'2"" 201",456,258.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Oliveto, Michael",DET,C,834672,19.0,2025 #34,,L/R,"6'3"" 185",457,259.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Anderson, Jose",MIL,OF,821262,19.2,2024 FA,A,R/R,"6'0"" 183",458,259.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Cabrera, Yeremy",WAS,OF,800393,20.6,2022 FA,A,L/L,"5'11"" 155",459,259.48,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Azocar, Enddy",BOS,OF,821150,19.0,2024 FA,A,R/R,"6'2"" 168",460,259.57,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bohorquez, Adrian",MIN,P,807974,21.0,2023 FA,A+,R/R,"6'1"" 190",461,259.67,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Dickerson, Korbyn",SEA,OF,702668,22.3,2025 #152,A,R/R,"6'1"" 205",462,260.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lopez, Leandro",TEX,P,699214,23.7,2021 FA,AA,R/R,"6'1"" 200",463,260.43,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Morel, Darell",PIT,SS,829716,18.4,2025 FA,R,L/R,"6'4"" 180",464,260.62,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Pitts, Eli",CIN,OF,812503,19.2,2025 #145,,R/R,"6'1"" 185",465,261.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bullard, Blaine",TOR,OF,828557,19.5,2025 #352,,S/L,"6'2"" 180",466,261.33,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Black, Tyler",MIL,3B,672012,25.6,2021 #33,MLB,L/R,"6'1"" 199",467,261.38,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Arguelles, Cristian",COL,OF,821692,18.6,2024 FA,R,L/L,"6'0"" 177",468,261.52,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Blanco, Fabricio",TB,SS,837521,17.4,2026 FA,,S/R,"5'11"" 161",469,261.76,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Luna, Emanuel",STL,OF,836587,17.1,2026 FA,,R/R,"6'2"" 204",470,261.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Lombardi, Michael",KC,P,813533,22.4,2025 #61,,R/R,"6'3"" 201",471,262.14,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Rosario, Alfonsin",TEX,OF,806210,21.7,2023 #176,AA,R/R,"6'2"" 222",472,262.29,Paywall,Paywall,150,150,Paywall,183,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Feliz, Angel",WAS,SS,815906,19.3,2024 FA,A,R/R,"6'3"" 185",473,262.86,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"De Los Santos, Johan",PIT,SS,829059,17.6,2025 FA,R,L/R,"5'11"" 165",474,263.24,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Beam, Drew",KC,P,701795,23.0,2024 #76,A+,R/R,"6'4"" 208",475,263.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"DeMartini, Carson",PHI,SS,701831,23.2,2024 #130,AA,L/R,"6'0"" 197",476,264.05,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Taylor, Grant",CHW,P,691799,23.8,2023 #51,MLB,R/R,"6'3"" 230",477,264.19,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Bloss, Jake",TOR,P,814005,24.7,2023 #99,MLB,R/R,"6'3"" 223",478,264.33,Paywall,Paywall,150,150,Paywall,300,108,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Moss, Dean",TB,OF,815830,19.8,2025 #67,,L/R,"6'0"" 180",479,264.90,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Griffin, Foster",WAS,P,656492,30.6,2014 #28,MLB,R/L,"6'3"" 225",480,265.29,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Whitman, Joe",SF,P,802126,24.4,2023 #69,AA,L/L,"6'5"" 200",481,265.71,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
"Sasaki, Roki",LAD,P,808963,24.3,2025 FA,MLB,R/R,"6'2"" 187",482,265.81,Paywall,Paywall,150,150,Paywall,300,165,150,Paywall,Paywall,150,150,150,Paywall,150,150,187,150,Paywall,168,150
